fecha;Run Fondo;serie;"1M";"3M";"6M";"1Y";ytd
2023-07-19;8295;APV;1.14%;2.35%;1.72%;2.77%;1.94%
2023-07-20;8295;APV;0.70%;2.39%;1.63%;2.78%;1.79%
2023-07-21;8295;APV;0.63%;2.51%;1.56%;2.36%;1.73%
2023-07-22;8295;APV;0.51%;2.48%;1.55%;2.30%;1.73%
2023-07-23;8295;APV;0.69%;2.46%;1.43%;2.28%;1.73%
2023-07-24;8295;APV;0.84%;2.22%;1.82%;2.44%;1.90%
2023-07-25;8295;APV;1.10%;2.45%;2.12%;2.34%;2.17%
2023-07-26;8295;APV;1.11%;2.59%;1.85%;2.93%;2.18%
2023-07-27;8295;APV;0.86%;2.29%;1.72%;2.46%;1.94%
2023-07-28;8295;APV;1.19%;2.34%;1.93%;2.50%;2.15%
2023-07-29;8295;APV;1.24%;2.31%;1.92%;2.35%;2.15%
2023-07-30;8295;APV;1.10%;2.29%;1.96%;2.33%;2.15%
2023-07-31;8295;APV;1.83%;3.03%;3.15%;3.05%;2.89%
2023-01-31;8387;APV;-0.83%;7.90%;6.66%;18.37%;-0.80%
2023-02-01;8387;APV;-0.94%;7.78%;6.20%;17.66%;-0.87%
2023-02-02;8387;APV;-0.72%;8.16%;6.46%;17.58%;-0.62%
2023-02-03;8387;APV;-0.81%;8.10%;6.78%;17.35%;-0.74%
2023-02-04;8387;APV;-0.74%;7.73%;6.42%;17.28%;-0.72%
2023-02-05;8387;APV;-0.40%;7.72%;6.67%;17.27%;-0.71%
2023-02-06;8387;APV;-0.85%;7.22%;6.17%;16.73%;-1.14%
2023-02-07;8387;APV;-1.03%;6.33%;5.99%;16.53%;-1.28%
2023-02-08;8387;APV;-1.10%;4.90%;5.70%;16.39%;-1.31%
2023-02-09;8387;APV;-1.28%;3.74%;5.72%;16.24%;-1.38%
2023-02-10;8387;APV;-1.61%;1.98%;4.94%;16.21%;-1.59%
2023-02-11;8387;APV;-1.97%;1.59%;5.09%;16.54%;-1.56%
2023-02-12;8387;APV;-2.16%;1.61%;5.40%;16.54%;-1.53%
2023-02-13;8387;APV;-1.99%;1.47%;5.23%;16.36%;-1.64%
2023-02-14;8387;APV;-2.19%;0.73%;5.00%;16.03%;-1.82%
2023-02-15;8387;APV;-2.43%;-1.07%;4.71%;15.83%;-2.05%
2023-02-16;8387;APV;-2.13%;-1.33%;4.98%;15.96%;-2.04%
2023-02-17;8387;APV;-2.10%;-0.27%;5.57%;15.84%;-2.13%
2023-02-18;8387;APV;-2.02%;-0.15%;6.39%;15.90%;-2.10%
2023-02-19;8387;APV;-1.87%;-0.13%;7.11%;15.90%;-2.07%
2023-02-20;8387;APV;-1.43%;0.02%;7.25%;16.05%;-1.89%
2023-02-21;8387;APV;-1.66%;-0.60%;6.97%;15.80%;-2.11%
2023-02-22;8387;APV;-1.66%;-0.84%;7.83%;15.74%;-2.09%
2023-02-23;8387;APV;-1.77%;-0.51%;7.90%;15.79%;-2.00%
2023-02-24;8387;APV;-1.64%;-0.38%;7.76%;15.27%;-1.79%
2023-02-25;8387;APV;-1.59%;-0.34%;7.38%;15.06%;-1.75%
2023-02-26;8387;APV;-1.64%;-0.33%;7.07%;15.05%;-1.72%
2023-02-27;8387;APV;-1.55%;-0.25%;7.13%;15.12%;-1.63%
2023-02-28;8387;APV;-1.55%;-0.16%;7.09%;14.95%;-1.61%
2023-03-01;8387;APV;-0.96%;-0.87%;6.18%;14.02%;-1.83%
2023-03-02;8387;APV;-1.38%;-1.68%;4.92%;13.51%;-2.00%
2023-03-03;8387;APV;-1.14%;-1.57%;5.02%;13.74%;-1.87%
2023-03-04;8387;APV;-1.12%;-1.56%;5.01%;13.44%;-1.83%
2023-03-05;8387;APV;-1.10%;-1.66%;4.11%;13.43%;-1.80%
2023-03-06;8387;APV;-0.69%;-1.45%;4.55%;13.36%;-1.82%
2023-03-07;8387;APV;-0.44%;-1.02%;5.14%;13.16%;-1.71%
2023-03-08;8387;APV;-0.53%;-1.16%;5.09%;12.96%;-1.83%
2023-03-09;8387;APV;-0.62%;-1.45%;5.02%;12.10%;-2.00%
2023-03-10;8387;APV;-0.04%;-1.12%;5.37%;11.93%;-1.63%
2023-03-11;8387;APV;-0.07%;-1.14%;5.33%;12.06%;-1.63%
2023-03-12;8387;APV;-0.10%;-0.94%;5.68%;12.06%;-1.62%
2023-03-13;8387;APV;1.47%;0.34%;7.37%;13.67%;-0.19%
2023-03-14;8387;APV;1.57%;0.28%;6.85%;13.89%;-0.28%
2023-03-15;8387;APV;1.98%;0.38%;7.05%;14.58%;-0.11%
2023-03-16;8387;APV;1.88%;0.43%;6.91%;14.71%;-0.19%
2023-03-17;8387;APV;2.24%;0.65%;7.14%;15.25%;0.06%
2023-03-18;8387;APV;2.21%;0.62%;7.11%;15.41%;0.06%
2023-03-19;8387;APV;2.18%;0.81%;7.07%;15.40%;0.07%
2023-03-20;8387;APV;2.18%;1.08%;7.58%;15.59%;0.24%
2023-03-21;8387;APV;2.42%;1.08%;7.84%;15.82%;0.26%
2023-03-22;8387;APV;2.15%;0.68%;8.47%;15.92%;0.01%
2023-03-23;8387;APV;2.21%;1.02%;9.02%;16.24%;0.16%
2023-03-24;8387;APV;2.25%;1.25%;9.27%;16.79%;0.42%
2023-03-25;8387;APV;2.22%;1.22%;9.23%;17.11%;0.42%
2023-03-26;8387;APV;2.19%;1.26%;10.24%;17.10%;0.43%
2023-03-27;8387;APV;1.90%;0.90%;10.72%;16.87%;0.24%
2023-03-28;8387;APV;2.02%;0.63%;11.46%;17.59%;0.38%
2023-03-29;8387;APV;2.09%;0.70%;11.58%;17.39%;0.45%
2023-03-30;8387;APV;2.53%;0.87%;11.86%;17.27%;0.87%
2023-03-31;8387;APV;2.63%;0.94%;11.97%;16.78%;0.97%
2023-04-01;8387;APV;2.85%;0.91%;11.93%;16.42%;0.97%
2023-04-02;8387;APV;3.04%;0.88%;11.89%;16.41%;0.98%
2023-04-03;8387;APV;3.13%;1.13%;11.92%;16.66%;1.21%
2023-04-04;8387;APV;2.98%;1.07%;11.91%;16.19%;1.09%
2023-04-05;8387;APV;2.87%;1.33%;12.29%;16.04%;1.02%
2023-04-06;8387;APV;3.40%;1.80%;13.20%;16.88%;1.51%
2023-04-07;8387;APV;3.28%;1.77%;13.14%;16.87%;1.52%
2023-04-08;8387;APV;3.41%;1.74%;13.10%;16.46%;1.52%
2023-04-09;8387;APV;3.59%;1.63%;13.05%;16.45%;1.52%
2023-04-10;8387;APV;2.89%;1.20%;12.67%;16.03%;1.21%
2023-04-11;8387;APV;2.63%;0.54%;12.14%;15.84%;0.96%
2023-04-12;8387;APV;2.37%;0.06%;11.45%;15.74%;0.71%
2023-04-13;8387;APV;0.80%;0.24%;10.84%;15.20%;0.61%
2023-04-14;8387;APV;0.95%;0.29%;10.67%;14.88%;0.67%
2023-04-15;8387;APV;0.82%;0.32%;10.68%;14.87%;0.71%
2023-04-16;8387;APV;0.95%;0.65%;10.69%;14.85%;0.75%
2023-04-17;8387;APV;0.58%;0.66%;10.05%;14.65%;0.64%
2023-04-18;8387;APV;0.47%;0.61%;10.12%;14.91%;0.53%
2023-04-19;8387;APV;0.16%;0.43%;10.50%;14.12%;0.23%
2023-04-20;8387;APV;0.03%;0.75%;10.62%;13.88%;0.27%
2023-04-21;8387;APV;0.02%;0.74%;10.69%;14.19%;0.28%
2023-06-01;9765;APV;0.89%;2.47%;3.82%;3.82%;3.82%
2023-04-22;8387;APV;0.31%;0.76%;10.70%;14.02%;0.32%
2023-04-23;8387;APV;0.20%;0.60%;10.71%;14.01%;0.36%
2023-04-24;8387;APV;-0.44%;0.13%;10.13%;13.51%;-0.02%
2023-04-25;8387;APV;-0.27%;0.32%;9.94%;13.59%;0.16%
2023-04-26;8387;APV;-0.22%;0.29%;9.40%;14.00%;0.21%
2023-04-27;8387;APV;-0.01%;0.31%;9.05%;13.76%;0.24%
2023-04-28;8387;APV;-0.07%;0.36%;9.20%;13.37%;0.31%
2023-04-29;8387;APV;-0.10%;0.39%;9.21%;13.55%;0.35%
2023-04-30;8387;APV;-0.48%;0.61%;9.22%;13.54%;0.39%
2023-05-01;8387;APV;-0.54%;1.31%;9.20%;13.52%;0.43%
2023-05-02;8387;APV;-0.66%;0.94%;9.18%;13.45%;0.31%
2023-05-03;8387;APV;-0.87%;1.08%;9.27%;13.51%;0.33%
2023-05-04;8387;APV;-0.76%;1.06%;8.87%;13.31%;0.33%
2023-05-05;8387;APV;-0.71%;1.01%;8.81%;13.73%;0.30%
2023-05-06;8387;APV;-1.15%;1.50%;8.82%;14.34%;0.34%
2023-05-07;8387;APV;-1.11%;1.69%;8.13%;14.32%;0.39%
2023-05-08;8387;APV;-1.15%;1.68%;6.66%;14.21%;0.35%
2023-05-09;8387;APV;-1.28%;1.63%;5.42%;14.86%;0.23%
2023-05-10;8387;APV;-1.01%;1.82%;3.83%;14.96%;0.19%
2023-05-11;8387;APV;-0.83%;1.71%;3.33%;14.63%;0.12%
2023-05-12;8387;APV;-0.67%;1.58%;3.22%;14.00%;0.03%
2023-05-13;8387;APV;-0.55%;1.72%;3.21%;13.68%;0.05%
2023-05-14;8387;APV;-0.60%;1.92%;2.67%;13.65%;0.07%
2023-05-15;8387;APV;-0.93%;1.86%;0.77%;13.27%;-0.22%
2023-05-16;8387;APV;-1.01%;1.80%;0.45%;13.16%;-0.27%
2023-05-17;8387;APV;-0.80%;2.01%;1.74%;12.91%;-0.17%
2023-05-18;8387;APV;-0.73%;1.94%;1.79%;13.03%;-0.20%
2023-05-19;8387;APV;-0.54%;1.79%;1.66%;12.46%;-0.31%
2023-05-20;8387;APV;-0.56%;1.63%;1.66%;12.10%;-0.29%
2023-05-21;8387;APV;-0.55%;1.88%;1.27%;12.07%;-0.27%
2023-05-22;8387;APV;-0.87%;1.57%;0.72%;11.71%;-0.56%
2023-05-23;8387;APV;-1.23%;1.16%;0.64%;10.74%;-0.87%
2023-05-24;8387;APV;-0.90%;0.89%;0.51%;10.30%;-0.92%
2023-05-25;8387;APV;-1.25%;0.67%;0.33%;10.03%;-1.09%
2023-05-26;8387;APV;-1.54%;0.39%;0.06%;9.86%;-1.33%
2023-05-27;8387;APV;-1.55%;0.31%;0.06%;9.69%;-1.32%
2023-05-28;8387;APV;-1.60%;0.32%;0.16%;9.66%;-1.30%
2023-05-29;8387;APV;-1.46%;0.50%;0.21%;9.81%;-1.12%
2023-05-30;8387;APV;-1.54%;0.46%;0.32%;9.77%;-1.16%
2023-05-31;8387;APV;-1.42%;0.59%;0.45%;9.84%;-1.03%
2023-06-01;8387;APV;-1.32%;0.95%;0.08%;9.99%;-0.89%
2023-06-02;8387;APV;-1.14%;1.19%;-0.52%;9.94%;-0.83%
2023-06-03;8387;APV;-1.14%;1.07%;-0.52%;10.07%;-0.82%
2023-06-04;8387;APV;-1.12%;1.05%;-0.52%;10.04%;-0.80%
2023-06-05;8387;APV;-0.91%;1.21%;-0.47%;10.21%;-0.61%
2023-06-06;8387;APV;-0.84%;1.35%;-0.11%;10.43%;-0.50%
2023-06-07;8387;APV;-0.74%;1.38%;0.34%;10.53%;-0.36%
2023-06-08;8387;APV;-0.88%;1.32%;0.14%;10.73%;-0.54%
2023-06-09;8387;APV;-0.68%;1.57%;0.09%;11.15%;-0.46%
2023-06-10;8387;APV;-0.64%;1.20%;0.07%;11.43%;-0.45%
2023-06-11;8387;APV;-0.56%;1.21%;0.05%;11.39%;-0.44%
2023-06-12;8387;APV;-0.50%;1.18%;0.23%;11.32%;-0.46%
2023-06-13;8387;APV;-0.47%;-0.23%;0.12%;11.95%;-0.42%
2023-06-14;8387;APV;-0.44%;-0.09%;0.19%;12.19%;-0.37%
2023-06-15;8387;APV;0.03%;-0.08%;0.30%;11.81%;-0.19%
2023-06-16;8387;APV;0.28%;0.20%;0.63%;11.66%;0.01%
2023-06-17;8387;APV;0.18%;-0.04%;0.61%;11.27%;0.02%
2023-06-18;8387;APV;0.23%;-0.03%;0.59%;11.24%;0.03%
2023-06-19;8387;APV;0.41%;0.03%;0.84%;11.28%;0.10%
2023-06-20;8387;APV;0.76%;0.22%;1.31%;11.34%;0.46%
2023-06-21;8387;APV;0.75%;0.22%;1.30%;11.31%;0.48%
2023-06-22;8387;APV;1.11%;0.54%;1.23%;10.65%;0.55%
2023-06-23;8387;APV;1.28%;0.25%;1.27%;9.95%;0.40%
2023-06-24;8387;APV;1.34%;-0.01%;1.24%;9.97%;0.41%
2023-06-25;8387;APV;1.53%;0.00%;1.22%;9.94%;0.43%
2023-06-26;8387;APV;1.79%;0.01%;1.27%;9.91%;0.44%
2023-06-27;8387;APV;1.84%;0.26%;1.16%;9.94%;0.50%
2023-06-28;8387;APV;1.70%;0.00%;0.64%;10.28%;0.38%
2023-06-29;8387;APV;1.41%;-0.18%;0.52%;10.14%;0.27%
2023-06-30;8387;APV;1.47%;-0.58%;0.29%;9.75%;0.29%
2023-07-01;8387;APV;1.20%;-0.67%;0.23%;9.33%;0.30%
2023-07-02;8387;APV;1.15%;-0.66%;0.21%;9.30%;0.31%
2023-07-03;8387;APV;1.26%;-0.77%;0.35%;9.39%;0.43%
2023-07-04;8387;APV;1.20%;-0.69%;0.38%;9.31%;0.40%
2023-07-05;8387;APV;0.82%;-0.81%;0.51%;8.69%;0.21%
2023-07-06;8387;APV;0.68%;-1.31%;0.47%;8.59%;0.18%
2023-07-07;8387;APV;0.04%;-1.80%;-0.06%;7.97%;-0.32%
2023-07-08;8387;APV;0.24%;-1.80%;-0.09%;8.44%;-0.30%
2023-07-09;8387;APV;0.17%;-1.79%;-0.19%;8.41%;-0.29%
2023-07-10;8387;APV;0.06%;-1.58%;-0.40%;8.28%;-0.39%
2023-07-11;8387;APV;-0.55%;-1.93%;-1.40%;7.98%;-0.99%
2023-07-12;8387;APV;-0.79%;-1.95%;-1.89%;8.13%;-1.25%
2023-07-13;8387;APV;-0.50%;-1.51%;-1.27%;8.47%;-0.91%
2023-07-14;8387;APV;-0.47%;-1.50%;-1.21%;8.73%;-0.84%
2023-07-15;8387;APV;-0.65%;-1.54%;-1.23%;7.97%;-0.84%
2023-07-16;8387;APV;-0.85%;-1.58%;-0.93%;7.94%;-0.84%
2023-07-17;8387;APV;-0.48%;-1.09%;-0.43%;8.32%;-0.46%
2023-07-18;8387;APV;-0.49%;-0.99%;-0.38%;7.43%;-0.46%
2023-07-19;8387;APV;-0.55%;-0.68%;-0.25%;7.33%;-0.45%
2023-07-20;8387;APV;-0.85%;-0.66%;0.08%;7.32%;-0.39%
2023-07-21;8387;APV;-1.21%;-1.01%;-0.28%;7.24%;-0.74%
2023-07-22;8387;APV;-1.27%;-1.05%;-0.30%;7.25%;-0.73%
2023-07-23;8387;APV;-1.13%;-1.09%;-0.49%;7.22%;-0.73%
2023-07-24;8387;APV;-1.25%;-0.83%;-0.70%;7.07%;-0.84%
2023-07-25;8387;APV;-1.11%;-0.85%;-0.53%;7.22%;-0.69%
2023-07-26;8387;APV;-1.14%;-0.91%;-0.62%;7.16%;-0.71%
2023-07-27;8387;APV;-1.16%;-0.89%;-0.58%;7.30%;-0.66%
2023-07-28;8387;APV;-1.00%;-0.93%;-0.57%;7.04%;-0.63%
2023-07-29;8387;APV;-0.89%;-0.97%;-0.58%;6.91%;-0.62%
2023-07-30;8387;APV;-0.91%;-1.01%;-0.40%;6.88%;-0.62%
2023-07-31;8387;APV;-0.31%;-0.41%;0.78%;7.50%;-0.02%
2023-01-31;8638;APV;0.41%;4.62%;3.20%;10.00%;0.44%
2023-02-01;8638;APV;0.32%;4.52%;3.10%;9.52%;0.37%
2023-02-02;8638;APV;0.33%;4.23%;3.04%;9.15%;0.41%
2023-02-03;8638;APV;0.46%;4.06%;3.06%;8.80%;0.35%
2023-02-04;8638;APV;0.26%;3.89%;3.13%;8.74%;0.36%
2023-02-05;8638;APV;0.31%;3.87%;3.07%;8.73%;0.37%
2023-02-06;8638;APV;-0.06%;3.55%;2.75%;8.41%;0.09%
2023-02-07;8638;APV;-0.24%;3.14%;2.57%;8.26%;-0.06%
2023-02-08;8638;APV;-0.38%;2.73%;2.44%;7.93%;-0.18%
2023-02-09;8638;APV;-0.45%;2.46%;2.61%;7.97%;-0.10%
2023-02-10;8638;APV;-0.77%;1.76%;2.30%;7.95%;-0.34%
2023-02-11;8638;APV;-0.97%;1.54%;2.24%;8.29%;-0.32%
2023-02-12;8638;APV;-1.19%;1.55%;2.21%;8.28%;-0.29%
2023-02-13;8638;APV;-1.39%;1.36%;2.01%;8.07%;-0.46%
2023-02-14;8638;APV;-1.43%;0.91%;1.95%;8.03%;-0.49%
2023-02-15;8638;APV;-1.54%;0.16%;1.81%;8.21%;-0.59%
2023-02-16;8638;APV;-1.37%;0.11%;2.12%;8.28%;-0.49%
2023-02-17;8638;APV;-1.40%;0.17%;2.10%;8.27%;-0.59%
2023-02-18;8638;APV;-1.27%;0.17%;2.22%;8.66%;-0.57%
2023-02-19;8638;APV;-1.38%;0.18%;2.33%;8.65%;-0.55%
2023-02-20;8638;APV;-1.11%;0.27%;2.41%;8.74%;-0.44%
2023-02-21;8638;APV;-1.29%;-0.30%;2.20%;8.58%;-0.61%
2023-02-22;8638;APV;-1.36%;-0.31%;2.64%;8.80%;-0.66%
2023-02-23;8638;APV;-1.38%;-0.05%;3.04%;9.18%;-0.54%
2023-02-24;8638;APV;-1.07%;0.21%;3.27%;9.11%;-0.29%
2023-02-25;8638;APV;-1.00%;0.26%;3.12%;9.12%;-0.27%
2023-02-26;8638;APV;-1.15%;0.27%;3.09%;9.11%;-0.25%
2023-02-27;8638;APV;-0.89%;0.59%;3.41%;9.45%;0.10%
2023-02-28;8638;APV;-0.91%;0.76%;3.37%;9.34%;0.09%
2023-03-01;8638;APV;-0.60%;-0.06%;3.15%;8.69%;-0.22%
2023-03-02;8638;APV;-0.80%;-0.41%;2.63%;8.48%;-0.40%
2023-03-03;8638;APV;-0.78%;-0.46%;2.56%;8.68%;-0.43%
2023-03-04;8638;APV;-0.77%;-0.45%;2.55%;8.56%;-0.41%
2023-03-05;8638;APV;-0.76%;-0.55%;2.38%;8.56%;-0.39%
2023-03-06;8638;APV;-0.54%;-0.34%;2.29%;8.45%;-0.45%
2023-03-07;8638;APV;-0.45%;-0.18%;2.63%;8.73%;-0.52%
2023-03-08;8638;APV;-0.29%;-0.15%;2.80%;9.05%;-0.47%
2023-03-09;8638;APV;-0.52%;-0.33%;2.39%;8.57%;-0.61%
2023-03-10;8638;APV;-0.17%;-0.25%;2.47%;8.26%;-0.51%
2023-03-11;8638;APV;-0.18%;-0.27%;2.45%;8.60%;-0.50%
2023-03-12;8638;APV;-0.20%;-0.10%;2.13%;8.59%;-0.50%
2023-03-13;8638;APV;0.72%;0.45%;2.82%;9.40%;0.25%
2023-03-14;8638;APV;0.53%;0.09%;2.64%;9.48%;0.04%
2023-03-15;8638;APV;0.96%;0.53%;3.00%;10.20%;0.36%
2023-03-16;8638;APV;1.01%;0.72%;3.12%;10.10%;0.51%
2023-03-17;8638;APV;1.33%;0.92%;3.32%;10.17%;0.73%
2023-03-18;8638;APV;1.32%;0.90%;3.30%;9.87%;0.74%
2023-03-19;8638;APV;1.30%;1.03%;3.27%;9.86%;0.74%
2023-03-20;8638;APV;1.22%;0.97%;3.54%;9.89%;0.78%
2023-03-21;8638;APV;1.41%;1.01%;3.63%;9.94%;0.79%
2023-03-22;8638;APV;1.46%;1.07%;4.10%;10.02%;0.79%
2023-03-23;8638;APV;1.40%;1.04%;4.27%;10.11%;0.86%
2023-03-24;8638;APV;1.42%;1.28%;4.51%;10.49%;1.12%
2023-03-25;8638;APV;1.40%;1.26%;4.49%;10.65%;1.13%
2023-03-26;8638;APV;1.38%;1.25%;4.86%;10.65%;1.13%
2023-03-27;8638;APV;0.70%;0.77%;5.10%;10.27%;0.79%
2023-03-28;8638;APV;0.72%;0.99%;5.57%;10.60%;0.81%
2023-03-29;8638;APV;0.69%;0.82%;5.82%;10.30%;0.78%
2023-03-30;8638;APV;0.97%;1.06%;6.09%;9.88%;1.06%
2023-03-31;8638;APV;1.11%;1.18%;6.24%;9.68%;1.21%
2023-04-01;8638;APV;1.44%;1.16%;6.21%;9.47%;1.21%
2023-04-02;8638;APV;1.62%;1.14%;6.19%;9.46%;1.22%
2023-04-03;8638;APV;2.07%;1.74%;6.54%;9.89%;1.62%
2023-04-04;8638;APV;2.15%;1.63%;6.45%;9.71%;1.73%
2023-04-05;8638;APV;1.91%;1.45%;6.20%;9.41%;1.51%
2023-04-06;8638;APV;2.25%;1.64%;6.72%;9.81%;1.79%
2023-04-07;8638;APV;2.32%;1.62%;6.81%;9.82%;1.79%
2023-04-08;8638;APV;2.28%;1.60%;6.78%;9.36%;1.80%
2023-04-09;8638;APV;2.43%;1.44%;6.75%;9.36%;1.80%
2023-04-10;8638;APV;2.29%;1.33%;6.69%;9.27%;1.77%
2023-04-11;8638;APV;2.03%;0.85%;6.82%;9.05%;1.52%
2023-04-12;8638;APV;1.84%;0.43%;6.65%;9.19%;1.34%
2023-04-13;8638;APV;1.05%;0.36%;6.38%;8.81%;1.31%
2023-04-14;8638;APV;1.27%;0.35%;6.09%;8.33%;1.31%
2023-04-15;8638;APV;0.97%;0.37%;6.10%;8.32%;1.34%
2023-04-16;8638;APV;0.85%;0.47%;6.10%;8.30%;1.37%
2023-04-17;8638;APV;0.57%;0.49%;5.52%;8.19%;1.31%
2023-04-18;8638;APV;0.40%;0.42%;5.17%;8.13%;1.14%
2023-04-19;8638;APV;0.10%;0.00%;5.04%;7.73%;0.84%
2023-04-20;8638;APV;-0.10%;0.00%;5.13%;7.66%;0.68%
2023-04-21;8638;APV;-0.22%;-0.12%;4.79%;7.69%;0.57%
2023-04-22;8638;APV;-0.19%;-0.11%;4.80%;7.47%;0.59%
2023-04-23;8638;APV;-0.23%;-0.23%;4.80%;7.45%;0.62%
2023-04-24;8638;APV;-0.27%;0.06%;5.01%;7.65%;0.85%
2023-04-25;8638;APV;-0.28%;0.10%;5.05%;7.67%;0.84%
2023-04-26;8638;APV;-0.47%;-0.26%;4.76%;7.92%;0.66%
2023-04-27;8638;APV;-0.20%;-0.39%;4.69%;7.73%;0.60%
2023-04-28;8638;APV;-0.04%;-0.23%;5.04%;7.52%;0.77%
2023-04-29;8638;APV;0.02%;-0.21%;5.05%;7.61%;0.80%
2023-04-30;8638;APV;-0.23%;-0.01%;5.05%;7.59%;0.83%
2023-05-01;8638;APV;-0.35%;0.48%;5.03%;7.58%;0.86%
2023-05-02;8638;APV;-0.25%;0.55%;4.81%;7.72%;0.96%
2023-05-03;8638;APV;-0.73%;0.54%;4.61%;7.65%;0.88%
2023-05-04;8638;APV;-0.85%;0.51%;4.41%;7.50%;0.87%
2023-05-05;8638;APV;-0.76%;0.37%;4.26%;7.59%;0.74%
2023-05-06;8638;APV;-1.00%;0.68%;4.26%;8.20%;0.77%
2023-05-07;8638;APV;-0.98%;0.86%;4.04%;8.18%;0.80%
2023-05-08;8638;APV;-0.92%;1.04%;3.80%;8.20%;0.86%
2023-05-09;8638;APV;-1.12%;0.75%;3.23%;8.51%;0.66%
2023-05-10;8638;APV;-1.06%;1.03%;2.82%;8.60%;0.69%
2023-05-11;8638;APV;-0.65%;1.17%;2.73%;8.85%;0.85%
2023-05-12;8638;APV;-0.80%;0.82%;2.38%;8.29%;0.52%
2023-05-13;8638;APV;-0.76%;1.00%;2.38%;8.04%;0.54%
2023-05-14;8638;APV;-0.75%;1.05%;1.97%;8.02%;0.55%
2023-05-15;8638;APV;-0.93%;0.99%;1.15%;7.82%;0.39%
2023-05-16;8638;APV;-0.73%;1.13%;1.24%;7.94%;0.63%
2023-05-17;8638;APV;-0.57%;1.33%;1.50%;7.61%;0.73%
2023-05-18;8638;APV;-0.55%;1.16%;1.33%;7.59%;0.58%
2023-05-19;8638;APV;-0.31%;1.08%;1.26%;7.46%;0.53%
2023-05-20;8638;APV;-0.14%;0.99%;1.26%;7.35%;0.54%
2023-05-21;8638;APV;-0.01%;1.17%;0.87%;7.33%;0.55%
2023-05-22;8638;APV;-0.01%;1.26%;0.94%;7.33%;0.59%
2023-05-23;8638;APV;-0.23%;0.94%;0.88%;6.77%;0.39%
2023-05-24;8638;APV;-0.29%;0.85%;1.06%;6.71%;0.55%
2023-05-25;8638;APV;-0.53%;0.58%;0.84%;6.35%;0.31%
2023-05-26;8638;APV;-0.43%;0.47%;0.73%;6.32%;0.22%
2023-05-27;8638;APV;-0.36%;0.14%;0.73%;6.07%;0.23%
2023-05-28;8638;APV;-0.53%;0.15%;0.91%;6.05%;0.24%
2023-05-29;8638;APV;-0.52%;0.19%;0.85%;6.05%;0.28%
2023-05-30;8638;APV;-0.56%;0.17%;0.91%;5.70%;0.27%
2023-05-31;8638;APV;-0.40%;0.34%;1.07%;5.77%;0.43%
2023-06-01;8638;APV;-0.38%;0.70%;0.64%;5.86%;0.47%
2023-06-02;8638;APV;-0.24%;1.13%;0.72%;6.16%;0.72%
2023-06-03;8638;APV;-0.14%;1.18%;0.71%;6.31%;0.74%
2023-06-04;8638;APV;-0.12%;1.17%;0.71%;6.29%;0.75%
2023-06-05;8638;APV;0.26%;1.40%;0.85%;6.52%;1.01%
2023-06-06;8638;APV;0.28%;1.51%;1.16%;6.44%;1.05%
2023-06-07;8638;APV;0.27%;1.59%;1.41%;6.30%;1.07%
2023-06-08;8638;APV;0.17%;1.51%;1.36%;6.54%;1.03%
2023-06-09;8638;APV;0.44%;1.73%;1.39%;6.90%;1.11%
2023-06-10;8638;APV;0.42%;1.63%;1.38%;6.99%;1.12%
2023-06-11;8638;APV;0.27%;1.63%;1.36%;6.96%;1.13%
2023-06-12;8638;APV;1.12%;2.15%;2.05%;7.48%;1.65%
2023-06-13;8638;APV;1.21%;1.50%;1.96%;7.98%;1.76%
2023-06-14;8638;APV;1.18%;1.70%;1.79%;8.10%;1.74%
2023-06-15;8638;APV;1.63%;1.66%;2.20%;8.18%;2.03%
2023-06-16;8638;APV;1.44%;1.56%;2.30%;8.21%;2.08%
2023-06-17;8638;APV;1.35%;1.35%;2.28%;8.02%;2.09%
2023-06-18;8638;APV;1.51%;1.35%;2.26%;8.00%;2.10%
2023-06-19;8638;APV;1.59%;1.38%;2.42%;7.99%;2.13%
2023-06-20;8638;APV;2.02%;1.78%;2.77%;8.22%;2.58%
2023-06-21;8638;APV;2.02%;1.78%;2.81%;8.19%;2.59%
2023-06-22;8638;APV;1.96%;1.75%;2.84%;7.77%;2.55%
2023-06-23;8638;APV;2.08%;1.61%;2.66%;7.30%;2.48%
2023-06-24;8638;APV;1.93%;1.36%;2.65%;6.89%;2.49%
2023-06-25;8638;APV;2.18%;1.36%;2.63%;6.87%;2.50%
2023-06-26;8638;APV;2.29%;1.37%;2.63%;6.85%;2.51%
2023-06-27;8638;APV;2.10%;1.53%;2.31%;6.63%;2.34%
2023-06-28;8638;APV;1.98%;1.41%;2.41%;6.66%;2.23%
2023-06-29;8638;APV;1.89%;1.39%;2.22%;6.46%;2.18%
2023-06-30;8638;APV;2.00%;1.20%;2.27%;6.29%;2.27%
2023-07-01;8638;APV;1.80%;1.06%;2.23%;6.21%;2.28%
2023-07-02;8638;APV;1.56%;1.06%;2.22%;6.19%;2.29%
2023-07-03;8638;APV;1.73%;0.84%;2.59%;6.35%;2.48%
2023-07-04;8638;APV;1.72%;0.75%;2.39%;6.49%;2.49%
2023-07-05;8638;APV;1.28%;0.78%;2.24%;5.81%;2.30%
2023-07-06;8638;APV;1.12%;0.38%;2.03%;5.40%;2.18%
2023-07-07;8638;APV;1.05%;0.33%;1.96%;5.29%;2.13%
2023-07-08;8638;APV;1.10%;0.34%;1.94%;5.29%;2.14%
